的	dik
硪	fo
礞	muf
菰	gu
蚵	no
呋	vu
媵	jif
崦	jim
楝	lih
潲	sau
獯	vrh
瘵	zai
莩	vu
莩	piu
觫	cuk
髂	ka
鬯	cxf
劓	ji
埕	cif
曷	not
洚	gof
碲	dri
磲	kxi
芄	jyh
酚	vrh
俜	pif
垤	dit
枘	jxi
氽	trh
溷	wrh
甍	mrf
笪	dat
胬	hou
舨	bah
芟	sam
蒽	jrh
銎	kuf
骱	gai
岣	kxi
岵	wu
慝	hik
掎	gei
毹	jy
汆	cyh
汆	tah
汆	mei
沲	to
湔	zih
甙	grm
罟	gu
羼	cah
菝	brt
郄	qik
鐾	bit
啶	dif
塍	sif
屺	nei
庥	jru
掊	pru
撙	zyh
柃	lif
檎	krm
砘	dxh
肟	qri
蔸	dru
蚶	nrm
躞	sip
酯	zi
嘧	mrt
嵫	zi
擐	qah
湓	puh
蝻	ham
蠖	wok
觖	kyt
跬	qri
仡	gak
垌	tuf
氆	pou
汔	frt
篼	dru
舾	sai
蠛	mit
蠲	gyh
褊	bih
醣	tof
倮	vo
僦	zru
崾	jiu
渫	sit
肼	zef
臁	lim
舳	zuk
荽	sxi
袼	gok
跫	kuf
遘	gru
儇	nyh
埽	sou
庀	pei
扃	qif
搛	gim
杪	miu
浼	mui
滏	vu
瓞	dit
疃	tuf
砟	za
禊	nri
篥	lxt
簋	qri
綮	nif
苤	pei
踣	bak
躐	lip
酴	tou
鞔	mof
黼	vu
榀	brh
榘	gxi
氵	sxi
炱	toi
煺	toi
犋	gxi
秕	bei
籼	sih
耜	zi
肫	zxh
肷	nim
胂	srh
莛	tif
逭	wuh
髑	duk
鼯	f
佴	ji
吲	crh
吲	jrh
搌	zih
擗	pik
桷	gok
氡	duf
溴	cru
畋	tih
硐	duf
腠	cru
葶	tif
袷	gap
陬	zru
埴	zik
岜	ba
徂	cou
惝	tof
烀	vu
眢	jyh
瞵	lxh
筇	kuf
簏	luk
蝽	cxh
蟪	wri
郫	pei
黹	zi
埤	pei
廾	je
彳	cik
楦	nyh
氙	sah
澌	si
畛	zrh
畛	crh
疳	grm
砉	wak
砹	fai
碡	duk
穸	zik
膦	lxh
菪	dof
虼	grt
蛘	jxf
裼	tik
裼	sik
迕	f
霪	jrm
哿	no
噍	ziu
埝	hrp
攉	vok
浞	zuk
畀	bei
罱	ham
羰	tof
胩	sih
舴	zak
苊	rk
茆	mau
茛	grh
蠊	lim
裒	vru
裒	pru
襞	bik
髹	jru
哌	pai
垸	jyh
埏	jih
墼	gik
帙	dit
悃	qrh
揲	dip
晡	bou
榍	sit
榱	cxi
殪	ji
淠	pei
砑	fa
罘	vru
萆	bei
鄹	zru
酞	tai
髟	biu
埒	lyt
攵	mrh
桊	nyh
桕	kru
槔	gou
漶	wah
牾	f
畎	nyh
矧	crh
稂	lof
窀	zxh
籀	zru
腈	zif
腈	cif
苄	na
苄	bih
薷	jy
褙	bui
跽	gei
饔	juf
坌	brh
宀	mih
氍	kxi
洫	qik
澉	grm
瀹	jxk
爨	cyh
珧	jiu
瘊	nru
瞍	sru
硇	cuf
硇	hau
筘	kru
粢	zi
粢	ci
舁	jy
艚	cou
荸	but
蜱	pei
骺	nru
劐	got
哳	zat
唼	sap
忮	zi
恝	gat
瘕	ga
瘛	kri
瘛	cri
瘼	mok
祓	vrt
窆	bih
窬	jy
篚	vei
粞	sri
羧	so
脬	pau
艽	kru
葜	kri
蓰	sai
豇	gof
醵	gxi
阼	zou
鞴	gru
鲅	brt
夂	zi
恧	huk
憝	dxi
搋	cri
搋	cai
氕	pit
洳	jy
濞	pei
濞	bri
礤	cat
聱	fou
蟓	zxf
襻	pah
趼	jih
趼	gih
迮	zak
嚆	nou
堍	tou
嶝	drf
廒	fou
爝	zxk
甾	zi
甾	zoi
痄	za
癀	wof
筲	sau
罾	zrf
耵	dif
蕹	juf
蕹	uf
蹯	vah
塥	gak
庳	bei
庳	pei
怊	tiu
捃	qrh
揞	frm
揞	rm
洎	gei
猸	mei
甓	pik
瘃	zuk
瞀	mru
砼	tuf
礓	gxf
耱	mo
脎	sa
脒	mri
脞	co
萜	tip
蕻	nuf
薤	nai
仫	jiu
垡	vrt
岍	nih
崞	qok
毪	mou
牮	zih
癃	luf
眵	ci
稃	vu
筢	pa
腙	zuf
舭	bei
菥	sik
蜾	qo
螬	cou
螵	piu
衄	huk
躔	cih
郛	vu
酤	gu
阢	frt
鼷	nri
劁	ciu
埭	dri
墚	lxf
撖	nam
泐	lrk
牿	guk
犏	pih
猹	ca
疰	zy
痃	jyh
瘥	co
磉	sof
箢	wuh
耥	tof
脲	hiu
膪	za
膪	jaf
苠	mrh
茳	gof
蒎	pai
蒡	bof
虍	vu
螗	tof
軎	zyh
醌	qrh
醭	buk
阽	dim
馘	qik
鼽	kru
傺	cri
喹	qri
喹	vui
戤	koi
攴	pok
瀵	vrh
個	go
這	ze
為	wri
來	loi
時	si
們	muh
對	dxi
過	qo
會	wui
發	vat
說	syt
開	noi
進	zxh
經	gif
與	jy
還	wah
當	dof
動	duf
兩	lxf
點	dim
從	cuf
問	mrh
裡	lxi
實	srt
現	jih
長	cxf
將	zxf
無	mou
國	qok
間	gah
沒	mut
樣	jxf
學	nok
應	jif
關	qah
種	zuf
見	gih
處	cy
門	muh
並	bif
麼	mo
頭	tru
話	wa
內	hoi
給	krp
別	bit
幾	gei
機	gei
報	bou
聲	sef
聲	sif
體	tri
總	zuf
結	git
東	duf
難	hah
數	sou
書	sy
場	cxf
變	bih
記	gei
張	zxf
風	vuf
萬	mah
邊	bih
許	nxi
連	lih
該	goi
則	zrk
馬	ma
強	kxf
條	tiu
帶	dai
認	jif
轉	zyh
傳	cyh
兒	ji
幹	goh
計	gri
義	ji
車	ce
題	tri
卻	kxk
論	lxh
讓	jxf
決	kyt
滿	muh
華	wa
業	jip
覺	gok
覺	gau
電	dih
聽	tif
遠	jyh
師	si
請	cif
軍	qrh
辦	bah
語	jy
識	sik
戰	zih
單	dah
臺	toi
視	si
領	lif
親	crh
極	gik
雙	sxf
愛	foi
復	vuk
隨	cxi
員	jyh
離	lei
輕	nif
觀	guh
眾	zuf
準	zxh
興	nif
紅	nuf
達	dat
盡	zxh
備	bei
調	diu
調	tiu
斷	dyh
斷	tyh
設	cit
術	sxt
緊	grh
據	gxi
終	zuf
舉	gxi
飛	vei
雖	sxi
運	wrh
雲	wrh
談	tam
務	mou
寫	se
錢	cih
樂	lok
樂	fok
約	jxk
議	ji
稱	cif
產	cah
節	zit
爾	ji
勢	sri
圖	tou
響	nxf
裝	zof
嚴	jim
況	vof
羅	lo
須	sxi
顯	nih
熱	jit
證	zif
剛	gof
絕	zyt
陽	jxf
確	kok
聞	mrh
類	lxi
黃	wof
費	vri
統	tuf
號	nou
樹	sy
廣	qof
願	jyh
歡	vuh
誰	sxi
線	sih
爭	zaf
遊	jru
龍	luf
餘	jy
護	wu
細	sri
權	kyh
試	si
隊	dxi
獨	duk
講	gof
錯	cok
參	cam
換	wuh
選	syh
際	zri
漢	noh
夠	gru
訴	sou
資	zi
較	gau
環	wah
靜	zif
寶	bou
專	zyh
區	kxi
幫	bof
臉	lim
規	qri
聯	lyh
團	tyh
紀	gei
採	coi
歷	lik
顧	gu
責	zak
畫	wak
驚	gef
驚	gif
銀	frh
負	vu
續	zuk
嗎	ma
簡	gah
塊	vai
態	tai
衝	cuf
陣	zrh
戶	wu
亂	lyh
靈	lef
靈	lif
腳	gxk
繼	gri
樓	lru
鐵	tit
異	ji
謝	ze
傷	sxf
蘭	lah
醫	ji
屬	suk
圍	wri
適	sik
藥	jxk
懷	wai
擊	gik
買	mai
歲	sxi
價	ga
質	zrt
貴	qri
殺	sat
標	biu
禮	lri
齊	cri
腦	hou
順	sxh
討	tou
維	wri
項	nof
狀	zof
筆	brt
層	crf
養	jxf
讀	duk
習	zap
濟	zri
執	zrp
歸	qri
蘇	sou
婦	vu
導	dou
溫	wrh
託	tok
勝	sif
險	nim
尋	crm
職	zik
驗	jim
麗	lri
漸	zim
劉	lru
僅	grh
擔	dam
揚	jxf
盤	puh
鍾	zuf
級	krp
營	jif
堅	gih
鬆	cuf
飯	vah
範	vah
趕	goh
鬥	dru
臨	lrm
農	huf
惡	fok
惡	wu
煙	jih
園	jyh
雜	zap
衛	wri
孫	syh
頓	dxh
賣	mai
藝	fri
舊	gru
脫	tyt
劃	wak
鄉	nxf
楊	jxf
葉	jip
軟	jyh
財	coi
詞	ci
壓	fat
揮	vri
館	guh
黨	dof
壞	wai
預	jy
夢	muf
組	zou
亞	a
詩	si
戲	nei
曉	niu
勞	lou
頂	def
頂	dif
莊	zof
謂	wri
畢	brt
紙	zi
虛	nxi
寧	hif
燈	drf
優	jru
絲	si
蓋	goi
蓋	koi
誤	f
隱	jrh
佔	zim
獲	wok
聖	sif
鎮	zrh
緩	wuh
納	hap
織	zik
宮	guf
積	zik
搖	jiu
敗	bai
監	gam
網	mof
創	cof
訪	vof
綠	luk
陰	jrm
祕	bei
釋	sik
慮	lxi
榮	wif
媽	ma
檢	gim
歐	ru
練	lih
廳	tef
擺	bai
輪	lxh
階	gai
陸	luk
諸	zy
遺	wri
爺	je
閉	bri
補	bou
編	pih
魯	lou
擁	juf
錄	luk
吳	f
牆	cxf
貨	vo
敵	dik
寬	vuh
跡	zik
輸	sy
穩	wrh
獻	nih
紛	vrh
評	pif
掛	qa
劇	kek
彈	dah
彈	tah
遲	ci
魚	jy
劍	gim
測	crk
訓	vrh
縣	jyh
橫	waf
擇	zak
載	zoi
構	kru
趙	ziu
慶	nif
針	zrm
圓	jyh
閃	sim
紹	siu
額	fak
誠	sif
鮮	sih
淚	lxi
閒	nah
緣	jyh
煩	vah
賽	coi
鬧	hau
協	nip
傑	git
殘	cah
橋	kiu
嘆	tah
藍	lam
棄	nei
豐	vuf
輩	bui
搶	cxf
顏	fah
贊	zah
燒	siu
廠	cof
徑	gif
庫	vu
辭	ci
純	sxh
貝	bui
窮	kuf
審	srm
倫	lxh
啟	kri
減	gam
頁	jip
縱	zuf
掃	sou
偉	wri
樑	lxf
槍	cxf
觸	zuk
縮	suk
損	syh
罷	ba
奮	vrh
銷	siu
猶	jru
鎖	so
擡	toi
勁	gif
鏡	gef
奪	dyt
訊	sxh
謀	mru
側	zrk
貧	prh
貼	tip
賞	sxf
澤	zak
憑	prf
嘗	sxf
遞	dri
潔	git
淨	zef
淨	zif
儀	ji
烏	wu
諾	hok
壯	zof
憂	jru
慣	qah
丟	diu
憶	jik
鳳	vuf
滅	mit
韓	noh
膽	dam
繞	jiu
帳	zxf
碼	ma
傾	kif
厲	lri
躍	jxk
騙	pih
蕩	dof
鄭	zef
賴	lai
鳥	hiu
課	vo
暫	zam
滾	qrh
輛	lxf
撲	pok
島	dou
騰	trf
絡	lok
薩	sat
徹	cit
賓	brh
喬	kiu
違	wri
詳	cxf
飲	jrm
顆	vo
競	gif
虧	qri
喚	wuh
雞	gri
鄰	lxh
奧	ou
騎	gei
騎	kei
貫	guh
詢	sxh
罰	vrt
鋪	pou
濃	huf
緒	sxi
築	zuk
塵	crh
輝	vri
盜	dou
勸	nyh
蓮	lih
蹤	zuf
頗	po
廢	vri
籤	cim
喪	sof
災	zoi
肅	suk
獎	zxf
涼	lxf
麥	mak
鋼	gof
湧	cuf
湧	juf
潛	cim
擾	jiu
錦	grm
飄	piu
鳴	mif
擠	zri
毀	wri
汙	wu
飾	sik
鋒	vuf
湯	tof
壽	sru
盧	lou
嚇	nak
呂	lxi
閣	gok
撥	but
撥	put
頻	prh
萊	loi
賢	jih
賀	no
遷	cih
撫	vu
罵	ma
闊	vut
礙	foi
夾	gap
遙	jiu
牽	nih
駕	ga
襲	zap
鄧	drf
訂	def
匯	wui
驅	kxi
冊	cak
糧	lxf
齡	lif
蒼	cof
賈	ga
嶽	fok
蟲	cuf
灣	wah
彎	wah
濤	tou
糾	dru
糾	gru
譯	jik
悶	muh
慘	cam
辯	bih
憐	lih
潤	jxh
聰	cuf
纖	cim
鑑	gam
趨	cxi
攝	sip
擴	qok
擴	qof
覽	lam
譽	jy
豔	jim
豈	nei
屍	si
閱	jyt
龐	pof
瘋	vuf
療	liu
淺	cih
憤	vrh
鑽	zyh
馮	vuf
悅	jyt
欄	lah
櫃	qri
塗	tou
飽	bau
邁	mai
倆	lxf
壇	tah
巖	fam
偽	fri
購	kru
韋	wri
霧	mou
廟	miu
貢	guf
艱	gah
窩	wo
戀	lyh
駐	zy
誘	jru
僕	buk
厭	jim
脣	sxh
醜	cru
銅	tuf
賭	dou
叢	cuf
擋	dof
稅	sxi
爛	lah
撐	caf
擬	ji
凱	noi
償	sxf
彌	mei
彌	hei
績	zik
蕭	siu
億	jik
溝	gru
溝	kru
惱	hou
輯	crp
倉	cof
溼	srp
貪	tam
贏	jef
縫	vuf
賦	vu
噴	prh
脈	mrk
債	zai
禍	wo
煉	lih
爐	lou
掙	zrf
懸	jyh
勵	lri
籌	cru
敘	zxi
臥	fo
鍵	gih
鴻	nuf
渾	wrh
攔	lah
纏	cih
鈴	lif
恆	nrf
髒	zof
貓	mau
拋	pau
謹	grh
轟	qrf
轎	giu
嶺	lef
嶺	lif
郵	jru
繩	sif
鷹	jif
暢	cxf
紋	mrh
嬌	giu
繪	kui
獄	juk
懼	gxi
踐	zih
晉	zxh
鬱	wrt
賜	ci
豬	zy
礎	co
頸	gef
賊	cak
睜	zaf
闖	cof
驟	zau
籠	luf
銳	jxi
湊	cru
韻	wrh
貞	zif
脅	nip
檔	dof
馳	ci
疊	dip
鵬	paf
貿	mru
崗	gof
腸	cxf
駛	sri
洩	sit
齒	ci
謙	nim
餓	fo
漲	zxf
幣	bri
獵	lip
儲	cy
顫	zih
膚	vu
灑	sa
廚	cy
獸	sru
欽	jrm
鶴	nok
竊	sit
銘	mif
帥	sxi
紗	sa
樸	pok
繡	sru
贈	zrf
誼	ji
鏈	lih
賠	pui
診	crh
皺	zru
誇	qa
攜	qri
屆	gai
淵	jyh
輔	vu
遼	liu
攤	tah
籲	jy
瑪	ma
綜	zuf
闢	pik
峽	nap
褲	vu
綁	bof
綿	mih
啞	rk
漁	jy
鑰	jxk
諒	lxf
凍	duf
軌	qri
懶	lah
犧	nei
剝	mok
鍋	wo
潑	put
饒	jiu
譜	pou
鹽	jim
簾	lim
俠	nap
訝	fa
誕	dah
隸	dri
礦	qof
瓊	kif
薦	zih
剎	sat
頑	wah
穎	wif
驕	giu
茲	zi
懲	cif
駱	lok
錫	sek
恥	ci
蔣	zxf
顛	dih
暈	wrh
軀	kxi
邏	lo
賺	zah
釘	def
豎	sy
蠻	mah
僱	gu
濱	brh
鉤	fru
駁	bok
遜	sxh
燭	zuk
襯	crh
憲	nih
燦	cah
腫	zuf
灘	tah
籃	lam
囑	zuk
獅	si
軒	nih
詐	za
聳	suf
狹	nap
蘋	pif
譚	tam
磚	zyh
餅	bef
臘	lap
紐	hru
妝	zof
偵	zif
販	vah
畝	mru
飢	gei
碩	sek
滯	zri
悽	cri
釣	diu
艙	cof
擱	gok
賤	zih
殼	nok
銜	nam
鈞	qrh
貸	tai
壺	wu
荊	gif
樁	zof
瞞	muh
娛	jy
賬	zxf
寵	cuf
嘯	siu
脹	zxf
祿	luk
齋	zai
嬰	jif
蔭	jrm
膠	gau
蘊	wrh
鮑	bau
岡	gof
墳	vrh
墜	zxi
堯	jiu
斂	lim
綢	cru
棟	duf
頃	kif
廂	sxf
騷	sou
濫	lam
蘆	lou
懇	nrh
斬	zam
鹹	nam
廈	na
劑	zri
喲	jo
彥	jih
屢	lxi
墊	dim
輿	jy
誦	zuf
潰	kui
綱	gof
爍	lik
爍	sxk
慄	lxt
鴨	rp
頌	zuf
禪	sim
頰	nap
謊	vof
勳	vrh
楓	vuf
聶	hip
諷	vuf
譁	wa
攏	luf
縛	vok
棧	zah
蝕	sik
諧	nai
羨	sih
閻	jim
竄	cyh
瑩	jif
瑣	so
擲	zak
轄	nrt
鈔	cau
嗚	wu
繳	giu
鴉	fa
滄	cof
滲	srm
謠	jiu
禿	tuk
曠	qof
瑤	jiu
禱	tou
縷	lxi
鄒	zru
晝	zru
鈕	hru
撈	lou
撈	lau
煥	wuh
頒	bah
凜	lrm
綴	zyt
勻	wrh
鑄	zy
壘	lxi
窺	qri
瀟	siu
龜	gru
龜	qri
刪	sah
絨	juf
漿	zxf
緬	mih
攬	lam
詠	wif
駝	to
絞	gau
侖	lxh
陝	sim
龔	guf
穢	wri
紳	srh
膩	hei
蠟	lap
盞	zah
軸	zuk
鵝	fo
嵐	lam
曬	sai
駭	noi
櫻	jif
綺	ji
吶	hap
挾	nip
蘿	lo
澀	srp
傘	sah
兌	dxi
紡	vof
艦	lam
攪	gau
寢	crm
燙	tof
侶	lxi
廝	si
詭	qri
鑲	sxf
撿	gim
訣	kyt
驢	lxi
傭	juf
搗	dou
詫	ca
暉	vri
釀	jxf
僑	kiu
蟻	fri
噸	dxh
摟	lru
賄	kui
訟	zuf
閨	qri
棲	cri
撓	hau
纜	lam
廁	ci
緞	dyh
鉛	jyh
摯	zi
瀾	lah
墮	do
澆	giu
棗	zou
覓	mik
嬸	srm
諮	zi
揀	gah
貶	bih
樞	sy
鶯	rf
儉	gim
醬	zxf
慚	cam
濁	zuk
闡	cih
諱	wri
聾	luf
鞏	guf
尷	gam
鏢	biu
驀	mrk
綽	cxk
廬	lou
竅	kiu
癱	tah
幟	ci
囂	niu
癢	jxf
蟬	sim
矯	giu
謬	mru
饋	qri
嘔	ru
絹	gyh
駿	zxh
錘	cxi
鍛	dyh
緝	crp
淪	lxh
斃	bri
瀏	lru
緯	wri
鑼	lo
謎	mri
黴	mei
糞	vrh
貯	cy
壩	ba
鴿	grp
洶	nuf
噓	nxi
翹	kiu
柵	cak
柵	sah
蠶	cam
蔥	cuf
馭	jy
綻	zah
閥	vrt
篤	duk
襪	mat
鏟	cah
瀉	se
攢	zah
竇	dru
檻	lam
槓	gof
熾	ci
轍	cit
繆	mru
稟	brh
箏	zrf
贓	zof
窯	jiu
頹	txi
誡	gai
譏	gei
鑿	zok
朧	luf
辮	bih
嶄	zam
絆	buh
飼	zi
蝦	na
蠅	jif
繹	jik
閘	zap
濺	zih
螞	ma
擰	hif
篩	sri
皁	zou
釐	lei
稜	lif
軋	zat
癮	jrh
矚	zuk
瘡	cof
婁	lru
錠	dif
繃	brf
雛	co
煒	wri
澗	gah
鱗	lxh
輻	vuk
贖	suk
錐	zxi
餚	fau
鋸	gxi
鋸	gx
疇	cru
誣	mou
蕪	mou
硯	jih
虜	lou
驛	jik
櫥	cy
頤	ji
葦	wri
瓏	luf
渦	wo
鬢	brh
懾	sip
狽	bui
譴	nih
漬	zi
贅	zxi
憫	mrh
錚	zaf
誅	zy
轅	jyh
駒	kxi
閩	mrh
闕	kyt
詣	fri
悵	cxf
籬	lei
薔	cxf
攙	cam
嘍	lru
嚨	luf
隴	luf
躊	cru
賂	lou
筍	sxh
鈍	dxh
滌	dik
摻	cam
憊	bai
締	dri
賃	jrm
羈	gei
馴	sxh
熒	jif
鐸	dok
嫻	nah
箋	zih
嘖	zak
嘖	zik
輒	zip
顱	lou
絳	gof
儼	jim
闌	lah
毆	ru
墾	nrh
韌	frh
鎔	juf
殲	cim
滬	wu
濾	lxi
屜	tri
簫	siu
壟	luf
閔	mrh
粵	jyt
詔	ziu
釵	cai
繭	gah
氈	zih
藹	oi
襖	ou
瀝	lik
覷	cxi
饅	mah
鴛	jyh
綸	qah
嫋	hiu
鵑	gyh
窪	wa
僥	niu
幀	zif
輾	hih
綾	lif
蠍	kit
訕	sah
鴦	jxf
繚	liu
鉗	kim
鵲	zxk
愷	noi
綏	sxi
釁	jrh
殯	brh
螢	jif
韜	tou
醞	wrh
嚕	lou
婭	a
姍	sah
憚	dah
瀆	duk
鷗	ru
縈	jif
絢	sxh
獰	hif
鏽	sru
瀕	prh
嘰	gei
誨	vui
貽	ji
鋤	co
謁	kit
嗆	cxf
蹌	cxf
訥	hrt
磯	gei
驥	kei
鏘	cxf
釗	ciu
踴	juf
瘓	wuh
莖	gif
騾	lo
諫	gah
嘮	lou
澱	dih
璽	sai
詛	zo
鉢	but
諄	dxh
佇	cy
槳	zxf
蓀	syh
骯	nof
掄	lxh
騁	cif
懺	cam
馱	to
錨	mau
雋	zxh
睞	loi
鯨	kif
鸞	lyh
諦	dri
颯	sap
闔	nrp
腎	srh
褻	sit
諜	dip
頷	nrm
餌	hei
嶼	jy
巔	dih
纓	jif
繮	gxf
楨	zif
餒	hxi
亙	grf
漣	lih
蹺	niu
禎	zif
癲	dih
滷	lou
諭	jy
鯉	lei
繽	brh
靂	lik
鏗	nrf
巒	lyh
摳	kru
謗	pof
緋	vei
鸚	jif
塢	wu
餡	nam
籟	lai
輟	zyt
薊	gri
惻	crk
鎊	bof
蠱	gu
礫	lik
鈺	juk
鄔	wu
鱉	bit
鰲	fou
梟	niu
諺	jih
躋	zri
靄	oi
賑	zrh
樺	wa
貳	ji
銬	kau
簍	lru
謔	jxk
嫵	mou
閏	jxh
訶	no
蛻	txi
鐲	zuk
鷺	lou
叄	sam
匱	qri
饞	cam
痺	bei
鋁	lxi
噥	huf
甕	uf
鵡	mou
暱	hik
嬤	ma
橢	to
渙	wuh
擄	lou
瑋	wri
贍	sim
猙	zaf
紂	zru
燼	zxh
躡	hip
曖	oi
鍍	dou
餃	gau
葷	vrh
攆	lih
犢	duk
餞	zih
臍	ci
閡	foi
諳	rm
飆	biu
愜	nip
檳	brh
癟	bit
緘	gam
饗	nxf
醃	jim
銓	cyh
慟	duf
嚀	hif
鐫	zyh
詮	cyh
詰	grt
濘	hif
鹼	gah
攣	lyh
膿	huf
嶇	kxi
儂	huf
謐	mrt
噯	oi
邇	ji
愴	cof
靚	lef
縹	piu
騫	nih
撾	qo
誹	vei
鱷	fok
驊	wa
蝨	srt
髏	lru
颼	sru
轆	luk
欖	lam
蝸	wo
癩	lai
㗎	ga
㓤	grt
㷫	nif
㞹	no
劏	tof
躝	lah
燶	huf
䟴	frh
䢛	qif
餸	suf
曇	tam
薈	wui
謨	mou
鏤	lru
嗇	sik
鋅	srh
鵠	guk
嶸	wif
璉	lih
詼	vui
軼	jrt
鐮	lim
澇	lou
霽	zri
賒	se
氫	nif
饃	mo
芻	co
璣	gei
紉	jrh
蟄	zik
蟄	zit
蟄	zrt
贛	guf
鍬	ciu
廄	gru
靦	mih
擯	brh
紈	jyh
紜	wrh
緲	miu
欒	lyh
擻	sru
訖	frt
崢	zaf
斕	lah
韞	wrh
隕	wrh
囪	cuf
嫗	jy
鄲	dah
鈸	but
櫛	zit
檸	hif
蹣	puh
驍	niu
顰	prh
幗	qok
撣	sih
痙	gif
褸	lru
餉	nxf
鐺	dof
頎	kei
繕	sih
瘧	jxk
颶	gxi
燁	jip
躥	cyh
飩	trh
皚	foi
賁	brh
襤	lam
脛	gif
鐐	liu
鎬	gou
錮	gu
燉	dxh
縝	zrh
謳	ru
稈	goh
縐	zru
齧	fit
虯	kru
龕	nrm
撻	tat
訃	vu
祐	jru
劊	kui
穌	sou
獺	cat
涇	gif
瀘	lou
唄	bai
殮	lim
逕	gif
顴	kyh
嬋	sim
閂	sah
閹	jim
滸	wu
銑	sih
飈	biu
儷	lri
籮	lo
謫	zak
驪	lei
櫓	lou
檜	kui
諂	cim
綬	sru
擷	git
鑾	lyh
孿	lyh
閭	lxi
瞼	gim
瞼	lim
囉	lo
獷	qof
飪	jrm
軾	sik
慫	suf
銖	zy
駟	si
諛	jy
謾	mah
諉	wri
瀅	jif
鯊	sa
礬	vah
囁	zip
鍥	kit
膾	kui
噠	dat
曄	jip
詡	nxi
鉻	gok
鄺	qof
礪	lri
儺	ho
躪	lxh
灝	nou
鈉	hap
鰻	mah
謅	zru
鴇	bou
蒞	lei
塹	cim
譎	kyt
嚶	jif
潁	wif
潯	crm
鯽	zik
頡	git
嬪	brh
藺	lxh
靨	jip
讒	cam
綹	lru
觴	sxf
頜	nrp
牘	duk
覬	gei
僂	lru
濰	wri
鷲	zru
齷	ak
媧	wo
慍	wrh
齪	cuk
婠	wah
婠	wuh
瀨	lai
覲	grh
鈾	jru
罌	af
鴕	to
鉀	gap
鯤	qrh
絀	zxt
闋	kyt
鐗	gah
鉞	jyt
鈣	koi
詆	dri
縉	zxh
覦	jy
驤	sxf
鸝	lei
駙	vu
魘	jim
襠	dof
氳	wrh
剮	wa
浹	gap
輦	lih
誥	gou
囈	fri
鎧	noi
灩	jim
捫	muh
閾	wik
鄴	jip
鴣	gu
騖	mou
櫺	lif
鑣	biu
饌	zah
徠	loi
餛	wrh
轡	bei
鶉	sxh
鋌	tif
鈿	tih
飭	sik
餾	lru
賡	grf
懣	muh
韃	tat
圇	lxh
儻	tof
鰍	cru
謄	trf
鈐	kim
儈	kui
蕎	kiu
櫚	lxi
鳶	jyh
鎂	mei
軻	o
絛	tou
珮	pui
懨	jim
鉉	jyh
戩	zih
椏	a
鷓	ze
紓	sy
袞	qrh
贗	frh
幃	wri
綰	wah
鑠	sxk
蘄	kei
燾	tou
玥	jyt
兗	jih
瘍	jxf
諶	srm
餑	but
驁	fou
釧	cyh
蝟	wri
惲	wrh
闞	nam
輥	qrh
鷂	jiu
殞	wrh
姮	nrf
鶩	mou
歟	jy
誑	qof
綃	siu
駢	pif
殫	dah
鉅	gxi
莢	gap
鈦	tai
鉚	mau
癆	lou
鎳	hip
奼	ca
鸛	guh
誚	ciu
獼	hei
驃	piu
犛	moi
杴	jrh
鰭	kei
僉	cim
縊	ri
嬈	jiu
鋰	lei
煬	jxf
撳	grm
慪	ru
烴	tif
顎	fok
酈	lik
鍘	zat
鶚	fok
蘢	luf
邐	lei
媼	wrh
謖	suk
歿	mut
顥	nou
饈	sru
篋	gip
紕	pei
簣	qri
傖	cof
燴	wui
蘚	sih
冪	mik
甌	ru
嶗	lou
頦	noi
癬	sih
摜	qah
錕	qrh
鋇	bui
鵪	rm
轂	guk
齜	zi
癇	nah
銼	co
誆	nof
閎	wrf
灤	lyh
餿	sru
湜	tri
囀	zyh
軛	ak
鏞	juf
奐	wuh
琍	lei
噝	si
輅	lou
珣	sxh
鉸	gau
嶠	kiu
鄖	wrh
羶	zih
羶	sah
輜	zi
殤	sxf
闃	qik
闈	wri
齲	gxi
鐙	drf
賅	goi
攛	cyh
絝	vu
儔	cru
猻	syh
銨	oh
濛	muf
鱔	sih
鉑	bok
鏵	wa
弒	si
愾	koi
塋	jif
詬	gru
鄆	wrh
鴆	zrm
藪	sru
鰥	qah
鱸	lou
癰	juf
槨	qok
奩	lim
睪	gou
鍔	fok
騮	lru
飴	ji
聵	kui
諍	zaf
銥	ji
儕	cai
諤	fok
陘	jif
摑	qak
鮭	qri
皰	pau
諡	si
詁	gu
繅	sou
籩	bih
瓔	jif
鶻	qrt
闐	tih
躕	cy
鏃	zuk
瀧	luf
綣	nyh
讕	lah
堃	qrh
鷙	zi
讎	cru
吋	cyh
訐	kit
磣	crm
諢	wrh
鍺	ze
鱘	crm
魷	jru
鳧	vu
惇	dxh
嗩	so
詒	ji
藎	zxh
鎰	jrt
嘜	mrk
鈀	pa
賚	loi
躑	zak
縞	gou
繾	nih
閬	lof
錳	maf
譙	ciu
駑	hou
廩	lrm
苧	cy
轔	lxh
鎢	wu
薺	cri
滎	jif
櫈	drf
軫	zrh
儐	brh
詎	gxi
穡	sik
堊	ok
鯰	him
黿	jyh
齟	zxi
紆	jy
眥	zi
驄	cuf
鐳	lxi
韙	wri
螻	lru
騏	kei
蠣	lri
鼉	to
鴟	ci
緹	tri
躉	drh
蒗	lof
崍	loi
鏜	tof
蠔	nou
褳	lih
瓚	zah
邨	cyh
瀲	lim
薌	nxf
珺	qrh
嗶	brt
齬	jy
釩	vah
碭	dof
臏	brh
