的	dik
孪	lvn
谆	z!n
谆	d!n
殡	brn
诌	zru
琊	je
敕	cik
禺	jv
罂	a~
犊	duk
滟	jim
藜	lri
蟑	z@~
郦	lik
绥	s!i
讧	hu~
潢	wo~
夔	$ri
橄	gam
桢	zi~
酆	fu~
淆	~au
涮	san
蜗	wo
垛	do
啕	tou
孬	nau
臃	ju~
澹	dam
耘	wrn
徵	zi~
銮	lvn
豚	tvn
蓟	gri
汶	mrn
皿	mi~
遑	wo~
倨	g!i
燧	s!i
佻	tiu
诘	kit
诘	grt
碉	diu
摞	lo
镐	gou
镐	hou
诽	fei
掖	jik
掖	jrt
峋	s!n
戛	gat
蒯	#ai
叵	po
泗	si
鄢	jin
鏖	~ou
邋	lat
舐	sai
獗	kvt
酉	jru
煊	hvn
煊	svn
嗟	ze
忻	jrn
泱	j@~
蔻	kru
蓁	z!n
琮	cu~
遢	tat
庖	pau
帼	#ok
琏	lin
诋	dri
骊	lei
荻	dik
遨	~ou
俪	lri
秧	j@~
怵	z!t
瘠	zek
瘠	zik
诠	cvn
忪	zu~
忪	su~
鹄	guk
鹄	huk
卟	buk
腴	jv
嶙	l!n
犒	hou
挞	dat
挞	tat
焊	hon
碱	gan
傥	to~
迩	ji
馊	suk
摺	zip
珩	hr~
葳	wri
绉	zru
斫	z@k
跆	toi
珉	mrn
泠	li~
忸	nru
忸	nuk
闩	san
鸵	to
彗	s!i
彗	wri
麝	se
耙	ba
耙	pa
岷	mrn
鸶	si
粽	zu~
蝈	#ok
闳	wr~
骛	mou
佝	kru
佝	k!i
蜓	ti~
笆	ba
怩	nei
奂	wun
掇	zvt
艮	grn
舀	jiu
膘	biu
踮	dim
匮	#ri
濠	hou
狒	frt
宕	do~
皖	wun
燮	sit
燮	sip
邙	mo~
喙	fui
莓	mui
颛	zvn
椿	c!n
陲	s!i
恫	du~
恫	tu~
钹	brt
檄	hrt
绡	siu
鳍	kei
椁	#ok
偻	lru
纾	sv
鹧	ze
弭	mri
弭	mei
漕	cou
荑	ji
荑	tri
贰	ji
槿	grn
牒	dip
鸢	jvn
砺	lri
雉	ci
雉	zi
鸪	gu
绺	lru
橇	hiu
跻	zri
轶	jrt
戊	mou
猷	jru
锹	ciu
衾	krm
钺	jvt
祚	zou
闾	l!i
涝	lou
荥	ji~
逅	hru
肪	fo~
囱	cu~
洱	ji
峪	juk
峪	jv
鄱	po
鄱	bo
箬	j@k
嫒	oi
繇	jru
繇	jiu
莆	pou
阪	ban
阪	fan
镳	biu
浃	zip
浃	gap
佞	ni~
麋	mei
搡	so~
蘸	zam
挝	wo
挝	za
挝	#o
岈	ha
岈	~a
唳	l!i
唳	l@i
娣	dri
忾	koi
戌	s!t
幄	rk
氢	hi~
霰	sin
蔺	l!n
骅	wa
蚱	za
蚱	zak
谀	jv
俦	cru
昶	co~
撸	lou
狻	svn
荏	jrm
磬	hi~
昴	mau
杈	ca
闰	j!n
缮	sin
谚	jin
龛	hrm
鸩	zrm
谗	cam
砥	dri
俎	zo
瘀	jv
邂	hai
沏	cri
沏	cit
邈	mok
邈	miu
埠	fru
坯	pui
咭	grt
咭	kat
缙	z!n
蹇	gin
俾	bei
蜚	fei
箐	sin
箐	zi~
籽	zi
阚	ham
阚	hrm
嗄	a
嗄	sa
钠	nap
泾	gi~
腓	fei
驽	nou
辍	zvt
鞅	j@~
蹶	kvt
迤	ji
诮	ciu
哔	brt
赳	gru
刎	mrn
聒	kut
抨	pi~
腌	jim
腌	jip
佥	cim
炷	zv
淙	zu~
饯	zin
垩	ok
磺	wo~
鳗	man
钏	cvn
氅	co~
胛	gap
遛	lru
涿	d@k
酪	lok
糠	ho~
翕	hrp
翕	jrp
姝	sv
姝	zv
佶	grt
佶	git
茴	wui
呔	tai
檬	mu~
衩	ca
柩	gru
恹	jim
翳	ri
翳	~ri
纂	zvn
姹	ca
浒	wu
跖	zek
琨	#rn
铄	s@k
镌	zvn
佃	din
钜	g!i
莅	lei
嗑	hap
嗑	hrp
沱	to
膻	zin
膻	san
楔	sit
徇	s!n
懑	mun
儆	gi~
貉	hok
潸	san
仨	sam
讫	grt
讫	~rt
圜	wan
孀	s@~
秣	mut
蜍	c!i
汨	mik
汨	#rt
柠	li~
柠	ni~
唁	jin
舄	sik
呶	nau
戗	c@~
璎	ji~
莜	jru
莜	diu
泸	lou
谟	mou
椋	l@~
扪	mun
聃	dam
辔	bei
逖	tik
猡	lo
剜	wun
佰	bak
掴	#ak
绶	sru
茁	zvt
罄	hi~
町	di~
町	ti~
龅	bau
蛀	zv
诳	#o~
颧	kvn
嵇	kri
谩	man
砝	fat
殓	lim
胫	gi~
螟	mi~
玖	gru
蛭	zrt
祛	k!i
裨	bei
裨	pei
赝	~an
赝	~rn
氐	dri
湫	zru
湫	ziu
葆	bou
蒺	zrt
睇	tri
樽	z!n
绦	tou
涪	fru
啮	jit
啮	~it
锲	kit
懔	lrm
囡	nam
蹴	cuk
篙	gou
葩	pa
葩	ba
濯	zok
矍	fok
溥	pou
藓	sin
铨	cvn
盥	gun
黜	c!t
黜	zvt
黜	z!t
覃	tam
煅	dvn
谡	suk
坨	to
淞	su~
铤	ti~
犟	g@~
璜	wo~
铀	jru
驷	si
樟	z@~
猕	nei
菠	bo
鱿	jru
瘌	lat
诰	gou
滂	po~
葭	ga
槁	gou
獐	z@~
栾	lvn
饪	jrm
殄	tin
殄	crn
栉	zit
酵	hau
噱	c@k
噱	g@k
噱	k@k
醐	wu
锉	co
崧	su~
砧	zrm
蔗	ze
牦	lei
牦	moi
榷	kok
泵	brm
嫱	c@~
槊	sok
醍	tri
逡	s!n
赡	sim
鎏	lru
鸷	zi
灞	ba
荪	svn
骓	z!i
酗	jv
咩	me
箴	zrm
哓	hiu
蚤	zou
罹	lei
馍	mo
滓	zi
鹗	~ok
釉	jru
棂	li~
赊	se
熨	to~
熨	wrn
熨	wri
塾	suk
瑗	jvn
锟	#rn
挹	jrp
夯	ha~
囫	frt
诙	fui
酡	to
痍	ji
痿	wri
绌	zvt
绌	z!t
莘	srn
殁	mut
兕	zi
刍	co
奘	zo~
獬	hai
箸	zv
锷	~ok
崴	wai
崴	wri
纭	wrn
骞	hin
锃	ca~
锃	ci~
蝮	fuk
柑	grm
秆	gon
圉	jv
馗	$ri
嶂	z@~
莒	g!i
膑	brn
荟	wui
豢	wan
灏	hou
脶	lo
衢	k!i
仄	zrk
鹘	#rt
痘	dru
嚯	fok
碇	di~
晷	#ri
渚	zv
碜	crm
蛎	lri
隍	wo~
砣	to
谔	~ok
泅	cru
泅	jru
骈	pin
骈	pi~
懋	mru
仝	tu~
稔	nrm
泫	jvn
哞	mru
乜	mrt
乜	me
诓	ho~
蓿	suk
桠	a
耒	l!i
耒	loi
糅	jru
烯	hei
镫	dr~
貅	jru
猱	nau
犴	hon
纫	jrn
褓	bou
蕲	kei
偈	gri
偈	git
溧	l!t
訇	#r~
媾	gru
媾	kru
榛	z!n
郏	gap
葺	crp
铩	sat
蚨	fu
掾	jvn
靛	din
螯	~ou
耦	~ru
萋	cri
侩	kui
恽	wrn
徉	j@~
枰	pi~
鹜	mou
褫	ci
琚	g!i
蜮	wik
抻	crn
襁	k@~
遴	l!n
蓑	so
皈	#ri
娩	min
娩	man
虱	srt
菟	tou
阈	wik
觞	s@~
呖	lik
箝	kim
狎	hap
邳	pei
轾	zi
幂	mik
阡	cin
忝	tim
窳	jv
貔	pei
炅	#ri
炅	#i~
舢	san
铢	zv
糨	g@~
髭	zi
抟	tvn
沆	ho~
铣	sin
腩	nam
烩	wui
锴	kai
殚	dan
秸	gai
砀	do~
氮	dam
孑	kit
愎	bik
睢	s!i
逦	lei
薜	bri
嘞	lak
嘞	lrk
狴	bri
悌	dri
悌	tri
猢	wu
爻	~au
牍	duk
羸	l!i
撺	cvn
鹑	c!n
鹑	s!n
缃	s@~
饽	but
嶷	ji
嶷	jik
蒿	hou
蝾	wi~
稹	zrn
雒	lok
仃	di~
俅	kru
狍	pau
梏	guk
橐	tok
韪	wri
橹	lou
鳕	svt
轸	zrn
黢	z!t
徜	s@~
桎	zrt
鬣	lip
擢	cok
擢	zok
擢	zak
肓	fo~
泷	lu~
泷	s@~
镏	lru
呙	#a
呙	wa
璺	mrn
铡	zap
铡	zat
碘	din
镁	mei
伥	c@~
珐	fat
辂	lou
崂	lou
炝	c@~
祉	zi
狲	svn
榔	lo~
钙	koi
媪	ou
媪	wrn
珲	fri
珲	wrn
肛	go~
濂	lim
芩	krm
诿	wri
镞	zuk
鼬	jru
臬	jit
臬	nip
岫	zru
氯	luk
阆	lo~
箔	bok
貊	mrk
澧	lri
饨	trn
蜇	zit
馄	wrn
蜢	ma~
镛	ju~
寮	liu
蛔	wui
诨	wrn
酊	di~
璁	cu~
骢	cu~
砒	pei
纛	dou
纛	duk
楸	cru
蟊	mau
煲	bou
爿	ban
爿	c@~
谌	srm
狷	gvn
聩	kui
媸	ci
掼	#an
蛐	kuk
莠	jru
钨	wu
镝	dik
怼	d!i
怼	z!i
旮	go
酩	mi~
韫	wrn
诟	gru
硭	mo~
摈	brn
蚋	j!i
赭	ze
絷	zrp
歃	sap
黩	duk
耆	kei
闱	wri
嘬	zvt
飨	h@~
茯	fuk
邴	bi~
缛	juk
驺	zru
訾	zi
轱	gu
轱	ku
卅	sa
祆	hin
祆	jiu
鲧	#rn
甯	ni~
蹉	co
氨	on
氨	~oi
遒	cru
僭	cim
僭	zim
谯	ciu
倥	hu~
孢	bau
嵬	~ri
誊	tr~
旯	lo
妁	z@k
岬	gap
孛	but
泖	mau
裾	g!i
榈	l!i
荚	gap
跎	to
囿	jru
悒	jrp
檑	l!i
谥	si
谶	crm
蚺	jim
痂	ga
虺	fui
虺	wri
牯	gu
镗	to~
煨	wui
饴	ji
獾	fun
眇	miu
闫	jim
伉	ko~
祧	tiu
胪	lou
啖	dam
啖	grm
钴	gu
揆	$ri
苻	fu
錾	zam
鼹	jin
阒	#ik
阒	$ik
笞	ci
豕	ci
耄	mou
撷	kit
撷	git
椤	lo
痔	zi
菀	jvn
嫫	mou
蟋	sik
拮	grt
拮	git
暝	mi~
岿	$ri
阕	kvt
滁	c!i
滁	cv
弁	bin
荇	hr~
逶	wri
蚪	dru
喑	jrm
喑	~rm
蟀	s!t
嘁	ci
嘁	cik
糸	mik
糸	si
茕	ki~
埙	hvn
獭	cat
觥	#r~
晗	hrm
蝌	fo
俚	lei
磔	zak
墒	s@~
搽	ca
滦	lvn
姘	pi~
湎	min
螫	sik
螫	cik
畹	jvn
笮	zak
饬	cik
饬	sik
菅	gan
肱	#r~
徕	loi
傈	l!t
汞	hu~
蓐	juk
徭	jiu
鳝	sin
巯	kru
鲽	dip
铆	mau
剡	jim
猁	lei
柚	jru
逑	kru
捭	bai
脔	lvn
鬈	kvn
哙	fai
铂	bok
挈	kit
绻	hvn
跹	sin
瑷	~oi
瑷	oi
铖	si~
炻	sek
癣	sin
颢	hou
裱	biu
蕤	j!i
悱	fei
猞	se
赅	goi
楹	ji~
恚	wri
潍	wri
衽	jrm
貘	mrk
貘	mok
钎	cin
凼	trm
蜉	fru
粕	pok
钿	din
钿	tin
涞	loi
雩	jv
鲫	zik
傩	no
莳	si
斛	huk
珙	gu~
纥	grt
纥	hrt
筅	sin
胰	ji
荜	brt
焘	tou
怄	ru
栎	lik
讴	ru
洌	lit
觜	zi
觜	z!i
瘙	sou
唿	frt
缳	wan
戕	c@~
锝	drk
埂	gr~
拊	fu
讦	kit
螈	jvn
锌	srn
锌	si~
郗	ci
仵	~
烊	j@~
篁	wo~
搴	hin
獍	gi~
杷	pa
脍	kui
醴	lri
鹂	lei
邰	toi
郜	gou
纩	$o~
堞	dip
鹬	wrt
鹬	n!t
牝	prn
湟	wo~
酃	li~
冼	sin
氦	hoi
锒	lo~
篾	mit
缦	man
杌	~rt
硌	gok
硌	lok
骝	lru
碣	kit
鏊	~ou
虻	mo~
膂	l!i
咴	fui
缟	gou
荞	kiu
偬	zu~
暾	trn
窨	jrm
鼐	nai
帏	wri
洮	tou
洮	jiu
胱	#o~
铉	jvn
鲟	crm
竦	su~
虢	#ik
椽	cvn
韭	gru
佤	~a
蕨	kvt
狯	kui
屐	kek
癯	k!i
鳃	soi
苌	c@~
侔	mru
腚	di~
腱	gin
圻	kei
痨	lou
眙	ji
竽	jv
缢	ri
辚	l!n
尜	gat
尜	zim
趺	fu
茔	ji~
蝰	$ri
蝰	#ri
囹	li~
洇	jrn
鼋	jvn
芫	jvn
赍	zri
宥	jru
樘	to~
酶	mui
墉	ju~
嘌	piu
恂	s!n
罅	la
镊	nip
椴	dvn
彀	gru
洹	wun
盱	h!i
噻	srk
旄	mou
犍	gin
庹	tok
欹	kei
珥	ji
吡	bei
撄	ji~
狃	nru
裢	lin
镙	loi
圩	h!i
圩	jv
圩	wri
铬	gok
馐	sru
峄	jik
馏	lru
搠	sok
炔	kvt
踟	ci
鼍	to
仟	cin
鹌	rm
戡	hrm
苫	sim
襦	jv
擀	gon
娈	lvn
昃	zrk
荛	jiu
龈	~rn
龈	hrn
焖	mun
诤	za~
峤	giu
峤	kiu
犰	kru
蟥	wo~
蹼	buk
蹼	pok
殳	sv
妣	bei
楫	zip
燹	sin
缱	hin
厣	jim
傣	dai
狁	wrn
帔	pei
锰	ma~
圄	jv
痢	lei
嵯	co
樨	sri
纡	jv
畲	se
瘐	jv
腭	~ok
瓴	li~
蠹	dou
裣	lim
郓	wrn
柞	zok
砦	zai
杼	cv
闼	tat
鞒	kiu
芨	grp
蛉	li~
骐	kei
吖	a
瘿	ji~
笳	ga
郧	wrn
黟	ji
舛	cvn
钾	gap
憷	co
稞	fo
颏	hoi
佚	jrt
苡	ji
勐	ma~
淖	nau
澍	sv
勖	juk
勖	huk
铰	gau
褡	dap
诜	srn
薨	#r~
濉	s!i
檫	cat
郇	s!n
郇	wan
骘	zrt
凫	fu
垭	a
罨	rp
罨	jim
罨	~rp
邗	hon
钯	ba
钯	pa
搦	nik
荠	cri
喁	ju~
喁	jv
枋	fo~
浔	crm
煸	bin
矽	zik
苕	tiu
謇	gin
謇	hin
垓	goi
沔	min
粑	ba
蝓	jv
躅	zuk
锨	hin
锨	jrn
瀣	hai
迓	~a
杓	s@k
杓	biu
喈	gai
烷	jvn
矾	fan
缁	zi
蜊	lei
陉	ji~
堠	hru
鄯	sin
幛	z@~
愀	ciu
瓤	no~
蕈	crm
踯	zak
鲵	~ri
刭	gi~
怫	frt
罴	bei
坩	hrm
焙	bui
氰	ci~
渑	mrn
疥	gai
肜	ju~
氟	frt
鲰	zru
疟	j@k
笫	zi
褰	hin
痼	gu
鲑	#ri
黍	sv
沭	s!t
缗	frn
缗	mrn
菸	jin
悭	han
疱	pau
衿	grm
衿	krm
艏	sru
裎	ci~
孳	zi
庠	c@~
旒	lru
栳	lou
茏	lu~
阄	gru
亳	bok
艨	mu~
邛	ku~
麂	gei
尻	hau
樯	c@~
豌	wun
踽	g!i
鲈	lou
艄	sau
鲶	nim
眭	s!i
眭	$ri
陂	bei
陂	pei
陂	po
榉	g!i
氖	nai
笏	frt
廪	lrm
怛	dat
蚍	pei
铙	nau
殍	piu
泶	hok
淝	fe
淝	fei
菘	su~
蒹	gim
忉	tou
忉	dou
桁	hr~
桁	ho~
桁	ha~
疹	crn
蝣	jru
喱	lei
妊	jrm
萑	wun
擘	mak
逋	bou
埚	wo
苒	jim
锗	ze
唢	so
谰	lan
歙	sip
歙	krp
焯	c@k
焯	z@k
矬	co
疽	z!i
艟	tu~
趸	drn
蹰	cv
荩	z!n
縻	mei
亍	cuk
佧	ka
叻	lrk
叻	lek
叻	lik
趿	sap
趿	tat
勰	hip
嘏	ga
嘏	gu
桫	so
侪	cai
疴	o
翥	zv
蚝	hou
鲠	gr~
鲠	kr~
雎	z!i
毂	guk
茑	niu
觚	gu
阋	jik
洄	wui
焓	hrm
跗	fu
猗	ji
胺	on
胺	~on
鹕	wu
笤	tiu
跸	brt
钬	fo
镪	k@~
馕	no~
馕	h@~
疡	j@~
篦	bei
鹈	tri
踅	cvt
踅	cit
棼	frn
睾	gou
鹳	gun
漭	mo~
烃	ti~
瞽	gu
逄	po~
锍	so
哚	do
哚	d@
砬	la
砬	lap
蝥	mau
钲	zi~
陟	zik
耋	dit
酮	tu~
塄	li~
塄	le~
痫	gan
痫	han
蚧	gai
埘	si
枸	gru
枸	g!i
柢	dri
潆	ji~
笄	gri
醮	ziu
彖	t!n
稗	bai
稗	bri
窠	fo
窠	wo
萘	noi
郯	tam
掮	kin
尢	wo~
鲇	dim
鼙	pei
畦	$ri
舸	go
舸	ho
帑	to~
睃	so
睃	z!n
蚜	~a
溘	hrp
蠃	lo
岢	ho
矸	gon
鸱	ci
狳	jv
祜	wu
囟	s!n
扦	cin
枥	lik
庾	jv
菔	fuk
蟛	pa~
嗉	sou
擤	sa~
擤	sr~
莪	~o
觋	hrt
醪	lou
倬	c@k
爰	jvn
爰	wun
蚰	jru
轳	lou
锱	zi
鬻	juk
鳏	#an
栲	hau
渌	luk
蛄	gu
嬗	sin
谘	zi
鋈	juk
阍	frn
杲	gou
柘	ze
毖	bei
禳	j@~
馔	zan
鳐	jiu
鳟	zvn
耔	zi
辊	#rn
镍	nip
侑	jru
娠	srn
槎	ca
芾	frt
芾	fri
豳	brn
钤	kim
锕	a
孥	nou
綦	kei
锑	tri
洙	zv
榫	s!n
疣	jru
砭	bin
筮	sri
酽	jim
愆	hin
栀	zi
耪	po~
薅	hou
蜞	kei
崤	~au
椟	duk
糁	sam
糁	srm
茇	bat
啁	zau
啁	zru
氪	hrk
萁	kei
龃	z!i
墀	ci
芪	kei
莰	hrm
莰	ham
菏	ho
嵊	si~
蛩	ku~
鞯	zin
楂	za
缒	z!i
饣	sik
乩	gei
捌	bat
毽	jin
愍	mrn
瘢	ban
铋	bit
铧	wa
髋	fun
鹚	ci
儋	dam
奁	lim
樾	jvt
滹	fu
穑	sik
茌	ci
骶	dri
刖	jvt
嫜	z@~
溏	to~
螽	zu~
囝	nam
囝	zri
囝	zoi
戽	fu
橛	gvt
舂	zu~
遄	cvn
坭	nri
澶	sin
熵	s@~
镬	wok
飧	svn
枞	cu~
柙	hap
硎	ji~
缯	zr~
蔌	cuk
鲂	fo~
冱	wu
岙	ou
岙	~ou
殂	cou
艉	mei
蠼	k!i
匏	pau
痈	ju~
鹾	co
尕	ga
攮	no~
樗	sv
皲	#rn
髡	$rn
坻	ci
坻	dri
伧	ca~
伧	co~
剀	hoi
椐	g!i
瓠	wu
瓠	wok
讣	fu
髁	fo
龉	jv
彘	zi
棹	zau
棹	z@k
疠	lri
薮	sru
隈	wui
龋	g!i
朐	k!i
橼	jvn
芰	gei
圹	$o~
敉	mri
敉	mei
暌	$ri
饧	ci~
泔	grm
赜	zak
赜	zrk
黧	lri
筚	brt
蓖	bei
鸬	lou
蚬	hin
醯	hei
钪	ko~
餍	jim
鸹	kut
哏	grn
甑	zr~
疋	prt
膣	zrt
螅	sik
锞	#o
髫	tiu
宄	#ri
摭	zek
檠	ki~
盍	hrp
绂	frt
骟	sin
棰	z!i
缡	lei
苷	grm
蹁	pin
铗	gap
鞣	jru
圯	ji
涑	cuk
箜	hu~
芎	gu~
蔟	cuk
觯	zi
鍪	mru
镟	svn
夤	jrn
妫	#ri
熘	lru
硼	pr~
硼	pa~
秫	s!t
阏	jin
飑	biu
飑	pau
啭	zvn
枳	zrt
枳	zi
礅	drn
礅	d!n
耨	nru
茭	gau
钡	bui
捩	lri
捩	lit
捩	l!i
柁	to
苴	c!i
苴	z!i
铊	ta
铊	to
寤	~
牖	jru
赀	zi
醚	mri
柽	ci~
栌	lou
肄	ji
肄	si
脘	gun
酎	zru
鲳	c@~
柒	crt
浠	hei
蛳	si
壅	ju~
枇	pei
楱	z!n
焐	~
秭	zi
笥	zi
茈	zi
茈	ci
蒌	lru
谵	zim
跏	ga
镆	mok
怙	wu
枵	hiu
痱	fri
痱	fei
膈	gak
卮	zi
圊	ci~
圮	pei
堀	frt
堀	#rt
氚	cvn
皴	c!n
皴	s!n
绐	doi
蟮	sin
邡	fo~
庑	mou
廨	gai
钭	dru
觳	huk
闶	ko~
檗	bak
檗	pak
漯	lo
漯	lok
漯	l!i
瓿	pru
眚	sa~
芴	frt
芴	mrt
诂	gu
郴	srm
鳓	lrk
俣	jv
徼	hiu
徼	giu
桡	nau
桡	jiu
楗	gin
楗	kin
莨	lo~
莨	l@~
酰	sin
雠	cru
喾	guk
揿	grm
笊	zau
苎	cv
黥	ki~
僳	suk
芏	dou
菖	c@~
蓊	ju~
袢	pan
馑	grn
卺	grn
垆	lou
旆	pui
曛	frn
汊	ca
硒	sri
穰	j@~
粳	gr~
酾	si
鲷	diu
鹣	gim
塬	jvn
曩	no~
莴	wo
蕞	z!i
蘖	jit
蘖	pak
怃	mou
欤	jv
玢	brn
玢	frn
蕖	k!i
镒	jrt
厝	cou
坶	muk
屣	sai
揎	svn
榧	fei
芑	hei
芑	gei
蓥	ji~
钣	ban
鬲	gak
鬲	lik
鳔	piu
鼗	tou
仂	lrk
婺	mou
嫠	lei
愦	kui
癍	ban
癔	ji
碓	d!i
箧	hap
箧	gip
缶	fru
蘧	k!i
妗	krm
幞	buk
沤	ru
痦	~
蛑	mri
蛑	mru
詈	lei
钚	wan
铴	to~
锆	gou
岘	jin
枧	gan
柰	noi
浜	bo~
浜	bi~
蓼	liu
蛞	kut
蛞	fut
鄣	z@~
偾	frn
藿	fok
酢	cou
铟	jrn
锛	brn
阊	c@~
骖	cam
鲆	pi~
檩	lrm
燔	fan
猓	#o
蘼	mei
趵	pau
酲	ci~
鹩	liu
乇	tok
屙	o
揸	za
碛	zak
碛	zik
笸	grm
笸	po
赓	gr~
鄄	gvn
铱	ji
黻	frt
伲	nei
缂	hrk
缂	kak
蜣	g@~
蜩	tiu
谝	pin
铍	pei
伛	jv
傧	brn
揠	at
昝	zan
溽	juk
胙	zou
萏	dam
隹	z!i
麈	zv
妯	zuk
孓	kvt
溱	c!n
溱	z!n
碚	pui
蕺	crp
锊	lvt
镧	lan
髀	bei
坫	dim
崃	loi
戢	crp
糌	zam
缬	kit
邶	bui
坼	cak
梃	ti~
瞢	mu~
缧	l!i
菽	suk
豉	si
仳	pei
堙	jrn
忭	bin
砷	srn
筌	cvn
箪	dan
艿	ji~
艿	nai
郅	zrt
鲢	lin
鳎	tap
厍	se
哕	wri
哕	jvt
廑	krn
廑	grn
敫	gik
栊	lu~
癜	din
碹	svn
磙	#rn
笾	bin
篪	ci
缌	si
苣	g!i
荨	crm
诹	zru
诼	d@k
钒	fan
嗍	sok
槠	zv
欷	hei
淦	grm
甏	bo~
胝	zi
蓍	si
蛱	gap
裉	kr~
辏	cru
颞	nip
麸	fu
娌	lei
椹	srm
椹	zrm
缫	sou
翮	gak
翮	hrt
诒	ji
郾	jin
铯	sik
锂	lei
鞫	guk
卣	jru
圬	wu
尥	liu
槲	huk
氘	dou
瘘	lru
耩	go~
耩	kru
轫	jrn
迨	doi
馓	san
啉	lrm
圪	~rt
廴	jrn
泺	bok
泺	lok
熳	man
璩	k!i
胗	zrn
苁	cu~
薹	toi
锘	zok
阌	mrn
鳊	bin
唑	zo
溻	tap
瘰	lo
砗	ce
砩	fri
砩	frt
羝	dri
茺	cu~
蓠	lei
俳	pai
刳	fu
唣	zou
悝	fui
慊	him
慊	hip
瘳	cru
茼	tu~
麇	$rn
麇	#rn
黾	mrn
嗾	sru
嗾	zuk
嵛	jv
杩	ma
狨	ju~
狺	~rn
痧	sa
砜	fu~
缍	s!i
芡	him
蓣	jv
顸	hon
槭	cik
溲	sru
痤	co
眄	min
糍	ci
葚	srm
郐	kui
酹	lai
酹	lvt
镢	kvt
镢	fok
隳	fri
鹋	miu
唛	mrk
嬖	pei
怍	zok
朊	jvn
涫	gun
绲	#rn
胼	pin
胼	bin
腧	sv
葑	fu~
蠓	mu~
踬	zi
鞲	gru
鞲	gau
饫	jv
刈	~ai
垲	hoi
嵴	zek
帻	zik
旰	gon
旰	hon
畚	bun
荭	hu~
萸	jv
蘩	fan
颃	ho~
颟	mun
鸲	k!i
龠	j@k
呒	m
呒	mou
嗌	ai
疸	tan
硖	gip
硖	hap
绁	sit
耧	lru
蚴	jru
蛸	sau
蛸	siu
裰	zvt
謦	hi~
跣	sin
踺	gin
逯	luk
陔	goi
凇	cu~
堋	pr~
屦	g!i
峁	mau
峁	mru
廛	cin
栝	kut
磴	dr~
篌	hru
芘	bei
芘	pei
葸	sai
薏	ji
踔	c@k
鄞	~rn
醢	hoi
铒	ji
镲	ca
镲	cat
鲮	le~
鲮	li~
仉	z@~
侉	$a
桄	#o~
泮	pun
燠	juk
皤	po
粝	lri
蹀	dip
颡	so~
鲞	s@~
唪	ba~
唪	fu~
嗪	c!n
掭	tim
畈	fan
簦	dr~
绨	tri
胍	gu
胍	#a
胲	goi
胲	hoi
舻	lou
铘	je
锩	gvn
鲋	fu
崮	gu
庋	gei
庋	#ri
毳	c!i
箅	bei
缣	gim
菹	z!i
虿	cai
虿	man
谇	s!i
贶	fo~
陧	nip
隰	zap
僬	ziu
匦	#ri
垧	#i~
疔	de~
疔	di~
肭	n!t
肭	nrt
蝤	cru
蝤	jru
谖	hvn
趑	ci
趑	zi
轭	ak
酐	gon
酐	ho~
醅	pui
醑	s!i
醛	cvn
锬	tam
劂	kvt
劂	gvt
垅	lo~
悛	svn
戥	dr~
拶	zat
硷	gan
笕	gan
笕	grn
簟	tim
莼	s!n
蒴	sok
藁	gou
诖	#a
谠	do~
谳	jin
邾	zv
陴	pei
鬏	cru
龀	crn
剞	gei
劬	k!i
埸	jik
嬲	nru
嬲	niu
嵝	lru
搿	gap
柝	tok
桴	fu
洧	fui
浯	~
疝	san
笱	gru
肽	tai
肽	dam
舯	zu~
艋	ma~
芤	kru
葙	s@~
鲔	fui
鸸	ji
佾	jrt
墁	man
嫘	l!i
榇	crn
煳	wu
硪	~o
礞	mu~
菰	gu
蚵	ho
趱	zan
躜	zvn
钼	muk
鲱	fei
呋	fu
媵	ji~
崦	jim
楝	lin
潲	sau
獯	frn
瘵	zai
绀	grm
绋	frt
莩	fu
莩	piu
觫	cuk
辋	mo~
镡	tam
髂	ka
鬯	c@~
鹨	lru
亓	kei
劓	ji
埕	ci~
曷	hot
洚	go~
碲	dri
磲	k!i
粜	tiu
绱	s@~
绱	z@~
芄	jvn
酚	frn
铪	hrp
髌	brn
鲥	si
俜	pi~
刿	#ri
吣	crm
垤	dit
枘	j!i
氽	trn
溷	wrn
甍	mr~
笪	dat
胬	nou
舨	ban
芟	sam
蒽	jrn
銎	ku~
铵	~on
铵	on
锶	si
骱	gai
鹆	juk
岣	gru
岣	k!i
岵	wu
怿	jik
慝	nik
慝	tik
挢	giu
掎	gei
毹	jv
毹	sv
汆	cvn
汆	mei
汆	tan
沲	to
湔	zin
甙	grm
罟	gu
羼	can
菝	brt
讵	g!i
诎	wrt
诎	z!t
谮	crm
谮	zrm
赉	loi
郄	#ik
鐾	bei
鐾	bit
鲎	hru
啶	di~
塍	si~
屺	hei
庥	jru
掊	pru
撙	zvn
柃	li~
檎	krm
毵	sam
渖	srm
砘	d!n
窭	g!i
窭	lru
肟	$ri
蔸	dru
蚶	hrm
蛏	ci~
躞	sip
酯	zi
锾	wan
饩	hei
劢	mai
嘧	mrt
嵫	zi
擐	#an
湓	pun
蝻	nam
蠖	wok
觖	kvt
跬	$ri
鳜	kvt
鳜	#ri
仡	go
仡	gak
垌	du~
垌	tu~
氆	pou
氇	lou
汔	~rt
篼	dru
缑	gru
缑	kru
舾	sri
舾	sai
莸	jru
蛲	jiu
蠛	mit
蠲	gvn
褊	bin
醣	to~
骀	toi
倮	fo
僦	zru
崾	jiu
渫	sit
瘗	ji
箦	zak
