#	single
的	dik
龌	ak
蛔	wui
娲	wo
昶	co~
愠	wrn
邕	ju~
龊	cuk
揆	$ri
婠	wan
婠	wun
濑	lai
觐	grn
铀	jru
袈	ga
罂	a~
夔	$ri
祗	zi
鸵	to
嗥	hou
钾	gap
盥	fun
盥	gun
恂	s!n
稔	nrm
鲲	#rn
绌	z!t
斫	z@k
阕	kvt
锏	gan
囹	li~
钺	jvt
旎	nei
庖	pau
畦	$ri
钙	koi
蹩	bit
啷	lo~
瑁	mou
癸	#ri
嵋	mei
诋	dri
嶙	l!n
淞	su~
歆	jrm
庾	jv
皈	#ri
缙	z!n
觎	jv
骧	s@~
燮	sip
楫	zip
鹂	lei
淼	miu
驸	fu
荏	jrm
桎	zrt
仝	tu~
魇	jim
裆	do~
耙	pa
潸	san
梏	guk
烷	jvn
珉	mrn
氲	wrn
剐	wa
檄	hrt
浃	gap
辇	lin
淙	zu~
焙	bui
榔	lo~
煊	svn
诰	gou
楹	ji~
呓	~ri
葩	ba
铠	hoi
咻	jru
尕	ga
滟	jim
圻	kei
赧	nan
扪	mun
摺	zip
邈	miu
蠡	lri
舸	ho
斛	huk
阈	wik
仟	cin
痣	zi
耄	mou
磺	wo~
邺	jip
鸪	gu
豢	wan
黜	z!t
睢	s!i
萋	cri
骛	mou
悌	dri
悌	tri
棂	li~
镳	biu
馔	zan
粕	pok
徕	loi
濂	lim
馄	wrn
氤	jrn
柞	zok
辔	bei
啖	dam
蘅	hr~
鹑	s!n
铤	ti~
钿	tin
摞	lo
篙	gou
琰	jim
涮	san
饬	sik
馏	lru
祉	zi
嗬	ho
姝	zv
赓	gr~
屐	kek
芊	cin
哂	sai
棹	z@k
喙	fui
篝	gru
湎	min
娉	pi~
懑	mun
袤	mru
鏖	~ou
鞑	tat
囵	l!n
傥	to~
鳅	cru
誊	tr~
蹇	gin
俚	lei
钤	kim
澧	lri
侩	kui
莠	jru
荞	kiu
榈	l!i
鸢	jvn
镁	mei
唰	cat
轲	o
绦	tou
孑	kit
疽	z!i
菏	ho
忤	~
珮	pui
恹	jim
蹉	co
铉	jvn
圜	wan
戬	zin
傣	dai
赭	ze
桠	a
徉	j@~
伉	ko~
酮	tu~
蓑	so
鹧	ze
纾	sv
綦	kei
酩	mi~
衮	#rn
赝	~rn
麋	mei
逡	s!n
帏	wri
嶂	z@~
绾	wan
铄	s@k
寮	liu
苒	jim
酶	mui
蕲	kei
焘	tou
笞	ci
玥	jvt
兖	jin
疡	j@~
谌	srm
獐	z@~
暹	cim
踮	dim
遴	l!n
饽	but
骜	~ou
钏	cvn
挈	kit
妤	jv
狎	hap
猬	wri
恽	wrn
熵	s@~
砒	pei
岷	mrn
阚	ham
氅	co~
辊	#rn
鹞	jiu
殒	wrn
碉	diu
螳	to~
氵	s!i
羸	l!i
姮	hr~
鹜	mou
欤	jv
豌	wun
睇	tri
忸	nuk
忸	nru
挲	so
诳	#o~
绡	siu
褓	bou
剜	wun
菡	ham
骈	pi~
淦	grm
橇	hiu
殚	dan
汨	mik
汨	#rt
钜	g!i
耷	drp
夥	fo
昀	wrn
躅	zuk
汐	zik
襁	k@~
荚	gap
郜	gou
佻	tiu
钛	tai
铆	mau
佗	to
杼	cv
茴	wui
徜	s@~
揶	je
嗄	a
肛	go~
玳	doi
噘	kvt
圩	h!i
噼	pik
枇	pei
酊	di~
鄢	jin
掮	kin
竽	jv
畿	gei
遛	lru
爰	wun
痔	zi
氰	ci~
葳	wri
臬	nip
弁	bin
痨	lou
镍	nip
陟	zik
姹	ca
遒	cru
鹳	gun
诮	ciu
猕	nei
孱	can
孱	san
杓	biu
杓	s@k
洙	zv
骠	piu
牦	moi
佝	k!i
锨	jrn
醴	lri
鳍	kei
觥	#r~
佥	cim
缢	ri
蔻	kru
娆	jiu
锂	lei
陂	bei
嘭	pa~
炀	j@~
怩	nei
姘	pi~
揿	grm
蛐	kuk
怄	ru
囫	frt
烃	ti~
艄	sau
颚	~ok
倨	g!i
邋	lat
郦	lik
宥	jru
铡	zat
旄	mou
刎	mrn
燧	s!i
痼	gu
胱	#o~
肱	#r~
鹗	~ok
茏	lu~
楂	za
逦	lei
媪	wrn
犒	hou
喁	jv
谡	suk
邡	fo~
殁	mut
颢	hou
忝	tim
汞	hu~
遢	tat
氦	hoi
儆	gi~
馐	sru
碣	kit
箧	gip
纰	pei
跎	to
墒	s@~
糅	jru
圄	jv
螟	mi~
弭	mei
擘	mak
阡	cin
腈	zi~
篑	#ri
伧	co~
霈	pui
擢	zak
擢	zok
猢	wu
菅	gan
烩	wui
蝌	fo
趄	z!i
藓	sin
妊	jrm
幂	mik
瓯	ru
杷	pa
搡	so~
滁	cv
俳	pai
蟑	z@~
莒	g!i
崂	lou
濠	hou
呦	jru
邛	ku~
穰	j@~
崴	wri
颏	hoi
癣	sin
豕	ci
蠹	dou
珈	ga
牝	prn
翕	jrp
掼	#an
裾	g!i
忪	zu~
忪	su~
煨	wui
锟	#rn
钡	bui
鹌	rm
酯	zi
喑	jrm
浜	bi~
毂	guk
僭	zim
龇	zi
戕	c@~
胴	du~
痫	han
锉	co
诓	ho~
闳	wr~
滦	lvn
墀	ci
箝	kim
垸	jvn
蜥	sik
舛	cvn
崆	hu~
炷	zv
馊	sru
邙	mo~
湜	tri
虻	mo~
矍	fok
啭	zvn
轭	ak
葺	crp
镛	ju~
橐	tok
勖	huk
奂	wun
琍	lei
彀	gru
踽	g!i
郗	ci
犄	gei
咝	si
辂	lou
踅	cit
酰	sin
咭	kat
逶	wri
嵬	~ri
孢	bau
珣	s!n
铰	gau
峤	kiu
髭	zi
漕	cou
矽	zik
噱	c@k
苜	muk
郧	wrn
膻	zin
膻	san
蛹	ju~
艹	cou
呶	nau
辎	zi
殇	s@~
粳	gr~
阒	#ik
闱	wri
硒	sri
钅	grm
龋	g!i
歙	krp
秣	mut
笳	ga
隗	wri
镫	dr~
澍	sv
猗	ji
嬗	sin
帙	dit
赅	goi
撺	cvn
悒	jrp
绔	fu
亳	bok
俦	cru
狲	svn
蚱	zak
杈	ca
傈	l!t
铵	on
砭	bin
唳	l!i
貉	hok
饕	tou
氖	nai
濛	mu~
虢	#ik
鳝	sin
郅	zrt
铂	bok
暝	mi~
铧	wa
獠	liu
弑	si
忾	koi
祜	wu
罅	la
砼	tu~
茔	ji~
烊	j@~
诟	gru
舢	san
胛	gap
郓	wrn
牖	jru
稗	bai
篁	wo~
痂	ga
鸩	zrm
醮	ziu
蠊	lim
薮	sru
聃	dam
堇	grn
鳏	#an
鲈	lou
恚	wri
痈	ju~
椁	#ok
愎	bik
樨	sri
嗝	gak
湟	wo~
苫	sim
奁	lim
畲	se
睾	gou
锷	~ok
骝	lru
饴	ji
鬻	juk
聩	kui
蕨	kvt
诤	za~
嗲	de
婺	mou
痍	ji
偈	git
铱	ji
壅	ju~
峁	mru
孳	zi
螫	cik
蚪	dru
媾	gru
佶	grt
侪	cai
谔	~ok
僖	hei
珙	gu~
汊	ca
舂	zu~
柘	ze
陉	ji~
蜢	ma~
掴	#ak
鲑	#ri
孬	nau
崧	su~
硼	pa~
奘	zo~
蜍	c!i
疱	pau
庠	c@~
谥	si
诂	gu
缫	sou
笾	bin
璎	ji~
鹘	#rt
馗	$ri
癯	k!i
訇	#r~
阗	tin
蹰	cv
镞	zuk
泷	lu~
萸	jv
绻	hvn
粑	ba
蜴	jik
谰	lan
娠	srn
堃	$rn
狒	frt
沆	ho~
鸷	zi
篾	mit
肓	fo~
妯	zuk
雠	cru
吋	cvn
盱	h!i
墉	ju~
讦	kit
噔	dr~
愆	hin
碜	crm
垓	goi
诨	wrn
锗	ze
稞	fo
靛	din
狷	gvn
鲟	crm
笏	frt
鱿	jru
枸	gru
凫	fu
惇	d!n
趔	lit
蚩	ci
唢	so
靼	dat
娌	lei
诒	ji
沭	s!t
灞	ba
褡	dap
荩	z!n
琊	je
蓿	suk
镒	jrt
桁	ha~
唛	mrk
钯	pa
冼	sin
赉	loi
肄	si
踯	zak
缟	gou
嘁	cik
葭	ga
缱	hin
蒯	#ai
枰	pi~
耋	dit
阆	lo~
磴	dr~
锰	ma~
苕	tiu
仡	gak
谯	ciu
炔	kvt
毖	bei
泫	jvn
驽	nou
廪	lrm
邳	pei
苎	cv
辚	l!n
钨	wu
荠	cri
荥	ji~
櫈	dr~
茯	fuk
轸	zrn
蹼	buk
厝	cou
眇	miu
傧	brn
幛	z@~
玢	frn
瞽	gu
亻	jrn
讵	g!i
穑	sik
衿	grm
垩	ok
鲶	nim
溧	l!t
鼋	jvn
夤	jrn
龃	z!i
鬈	kvn
纡	jv
眦	zi
骢	cu~
繇	jiu
扦	cin
睥	pri
謇	gin
镭	l!i
韪	wri
荑	ji
咩	me
蝼	lru
啁	zru
欹	kei
骐	kei
疥	gai
蛎	lri
簟	tim
蔫	jin
鼍	to
帔	pei
蓼	liu
鸱	ci
瓤	no~
悱	fei
糗	cru
哞	mru
柢	dri
缇	tri
趸	drn
蒗	lo~
洌	lit
崃	loi
镗	to~
衽	jrm
箬	j@k
篦	bei
耒	l!i
耒	loi
摭	zek
蜇	zit
蚝	hou
杲	gou
瓴	li~
犟	g@~
衩	ca
裢	lin
跆	toi
琚	g!i
雒	lok
腓	fei
瓒	zan
邨	cvn
潋	lim
芗	h@~
牯	gu
旯	lo
珺	#rn
扌	sru
哔	brt
橛	gvt
龉	jv
瑗	jvn
钒	fan
砀	do~
膑	brn
旮	go
蓖	bei
栀	zi
寤	~
枞	cu~
锃	ci~
氹	trm
崮	gu
缦	man
谶	crm
埙	hvn
醛	cvn
蘧	k!i
逖	tik
鬣	lip
柰	noi
赍	zri
岿	$ri
嫱	c@~
瘢	ban
蛭	zrt
碓	d!i
沤	ru
蜉	fru
嵯	co
铙	nau
嘣	pr~
愀	ciu
魑	ci
缁	zi
徼	giu
阄	gru
樾	jvt
钚	wan
樯	c@~
踟	ci
秭	zi
疸	tan
郄	#ik
蓁	z!n
醪	lou
餍	jim
郯	tam
毽	jin
蝈	#ok
抻	crn
邰	toi
搴	hin
趿	tat
甯	ni~
髋	fun
肽	dam
盍	hrp
洮	jiu
氙	san
焖	mun
贽	zi
钴	gu
刈	~ai
缛	juk
疣	jru
羯	kit
庑	mou
抟	tvn
齄	za
龈	hrn
顼	guk
坨	to
拊	fu
菽	suk
迨	doi
轳	lou
腱	gin
喵	miu
镝	dik
漯	l!i
屣	sai
笄	gri
乜	mrt
捌	bat
渌	luk
噻	srk
昝	zan
伛	jv
溘	hrp
曷	hot
乩	gei
皴	s!n
辏	cru
跹	sin
垅	lo~
鲛	gau
桡	jiu
伥	c@~
玟	mrn
錾	zam
蓊	ju~
黧	lri
懔	lrm
枥	lik
哐	$a~
唿	frt
榫	s!n
挢	giu
渑	mrn
蓍	si
瀣	hai
罘	fru
蘖	pak
訾	zi
焯	c@k
獾	fun
豸	zi
酡	to
麂	gei
箓	luk
疋	prt
疋	so
疋	~a
瑷	~oi
坻	dri
酢	cou
箪	dan
孛	but
稹	zrn
爻	~au
殛	gik
剡	jim
悭	han
阋	jik
哓	hiu
蒺	zrt
磔	zak
鳃	soi
鹮	svn
酽	jim
嫒	oi
洸	#o~
摁	on
啵	bo
硷	gan
阍	frn
鸶	si
镊	nip
茌	ci
逯	luk
婧	zi~
疴	o
锱	zi
撸	lou
岘	jin
旃	zin
犭	hvn
薜	bri
僳	suk
邗	hon
镓	ga
觯	zi
讧	hu~
鳕	svt
怫	frt
禳	j@~
栎	lik
苴	z!i
莼	s!n
枨	ca~
噌	zr~
戢	crp
佤	~a
笤	tiu
煲	bou
篪	ci
轫	jrn
蝣	jru
逄	po~
茕	ki~
侑	jru
湫	ziu
鄯	sin
彿	frt
榉	g!i
钲	zi~
薏	ji
魉	l@~
嶷	jik
莴	wo
蚋	j!i
殄	crn
翥	zv
苋	jin
捭	bai
呎	cek
胝	zi
鞣	jru
钎	hon
鲠	gr~
鞅	j@~
闼	tat
猱	nau
鼐	nai
岬	gap
蕖	k!i
阊	c@~
醍	tri
竦	su~
擀	gon
趱	zan
铩	sat
怼	d!i
缃	s@~
魍	mo~
镬	wok
柒	crt
曩	no~
仵	~
嫫	mou
襦	jv
晷	#ri
凇	cu~
莜	diu
唑	zo
槊	sok
嵊	si~
鹬	n!t
槿	grn
菖	c@~
溆	z!i
糌	zam
倥	hu~
猡	lo
椋	l@~
楝	lin
眙	ji
骓	z!i
轾	zi
螭	ci
洄	wui
碛	zik
锴	kai
闫	jim
圉	jv
狯	kui
颛	zvn
胼	bin
芨	grp
苣	g!i
跖	zek
碇	di~
詈	lei
疠	lri
筮	sri
垴	mou
隹	z!i
圮	pei
砝	fat
槭	cik
螯	~ou
嬖	pei
魈	siu
馑	grn
妁	z@k
嘬	zvt
矇	mu~
蟮	sin
钼	muk
妫	#ri
绂	frt
矸	gon
锒	lo~
埭	dri
瘘	lru
甑	zr~
幪	mu~
愍	mrn
狺	~rn
廛	cin
碚	pui
泮	pun
絷	zrp
槎	ca
跸	brt
骘	zrt
颞	nip
荦	lok
醐	wu
纥	hrt
蕤	j!i
怙	wu
铳	cu~
褊	bin
舨	ban
仨	sam
诎	z!t
邾	zv
毳	c!i
峄	jik
庥	jru
浼	mui
薨	#r~
栊	lu~
儋	dam
辶	zru
髑	duk
喆	grt
彘	zi
镪	k@~
逋	bou
呖	lik
缗	mrn
呲	zi
擤	sr~
邴	bi~
鹚	ci
苻	fu
鲇	dim
仫	jiu
迓	~a
椐	g!i
卟	buk
鲻	zi
蚜	~a
鳟	zvn
餮	tit
圪	~rt
砣	to
楮	cv
姒	ci
牠	ta
牠	to
觚	gu
痿	wri
蚨	fu
柙	hap
痧	sa
珐	fat
脔	lvn
樗	sv
亍	cuk
豉	si
锑	tri
虺	wri
偾	frn
牾	~
滹	fu
汜	ci
掾	jvn
醚	mri
堞	dip
瓠	wok
屦	g!i
朐	k!i
酐	ho~
鲧	#rn
欷	hei
怍	zok
酚	frn
卮	zi
隰	zap
帑	to~
妗	krm
霰	sin
扃	#i~
氐	dri
瑱	din
搠	sok
潆	ji~
桉	~on
赀	zi
爨	cvn
膂	l!i
搦	nik
逑	kru
俅	kru
螓	c!n
忭	bin
簋	#ri
嬛	hvn
嬛	ki~
髫	tiu
轱	ku
狍	pau
苌	c@~
咣	#o~
钣	ban
楸	cru
藁	gou
齑	zri
飧	svn
绖	dit
芄	jvn
荜	brt
膈	gak
雩	jv
怿	jik
籼	sin
畚	bun
偬	zu~
翮	gak
雎	z!i
菀	jvn
睒	sim
蛳	si
睃	z!n
裎	ci~
菟	tou
珲	wrn
尻	hau
戆	~o~
哙	fai
暌	$ri
縻	mei
纛	duk
菘	su~
祢	nei
撄	ji~
侉	$a
栲	hau
郾	jin
珥	ji
珰	do~
杪	miu
窨	jrm
淝	fei
阃	$rn
匏	pau
刖	jvt
燠	juk
荇	hr~
芾	fri
燹	sin
鄞	~rn
觌	dik
鎏	lru
彧	juk
腚	di~
涞	loi
劬	k!i
蛩	ku~
戗	c@~
煅	dvn
笥	zi
塬	jvn
觇	zim
洎	gei
罟	gu
鞫	guk
劼	kit
疖	zit
悰	zu~
玎	di~
勰	hip
戡	hrm
谵	zim
镧	lan
莳	si
鳜	#ri
捩	l!i
冏	#i~
媵	ji~
颡	so~
褙	bui
砉	wak
绐	doi
沔	min
螨	mun
绀	grm
蜮	wik
垭	a
晗	hrm
罴	bei
芘	bei
阼	zou
髀	bei
桷	gok
鼙	pei
忄	srm
砦	zai
洹	wun
酆	fu~
岙	~ou
羼	can
缯	zr~
蛉	li~
艏	sru
鹈	tri
祆	jiu
纟	si
蠃	lo
勐	ma~
拶	zat
溴	cru
鲐	toi
怛	dat
宀	min
椤	lo
菰	gu
鲵	~ri
砻	lu~
圹	$o~
蜊	lei
趺	fu
氘	dou
呔	tai
骀	toi
缣	gim
嘏	ga
堀	#rt
茭	gau
蒡	bo~
痱	fei
黩	duk
晞	hei
麸	fu
萘	noi
谝	pin
蚬	hin
榇	crn
甦	sou
茆	mau
妣	bei
镙	loi
遄	cvn
魃	bat
庹	tok
旒	lru
殂	cou
鹪	ziu
胪	lou
叻	lek
獒	~ou
铒	ji
镔	brn
骖	cam
蛄	gu
坼	cak
陬	zru
醯	hei
黢	z!t
芫	jvn
郇	s!n
鲢	lin
皤	po
苡	ji
枳	zrt
腭	~ok
裰	zvt
崁	hrm
隳	fri
焓	hrm
愦	kui
泔	grm
铖	si~
暾	trn
麈	zv
莪	~o
荨	crm
鞯	zin
塍	si~
岜	ba
厍	se
阝	ji
踬	zi
驺	zru
狻	svn
燔	fan
郛	fu
藿	fok
硌	gok
硌	lok
怃	mou
筌	cvn
铋	bit
趑	zi
筚	brt
缶	fru
帻	zik
镢	fok
芟	sam
嘞	lrk
畋	tin
棰	z!i
蚶	hrm
缬	kit
溽	juk
趵	pau
馕	h@~
徂	cou
犍	gin
旆	pui
薹	toi
囝	zri
囝	zoi
囝	nam
菸	jin
鸬	lou
仉	z@~
梃	ti~
眄	min
谘	zi
跗	fu
蒹	gim
葸	sai
贶	fo~
徭	jiu
埕	ci~
慊	him
喱	lei
筲	sau
枋	fo~
艟	tu~
瘳	cru
鼬	jru
秾	nu~
隈	wui
澌	si
嗵	tu~
嫠	lei
睚	~ai
瞀	mru
鬲	gak
蝮	fuk
殍	piu
浬	lei
鹕	wu
娈	lvn
褫	ci
粝	lri
黼	fu
椹	zrm
殳	sv
佾	jrt
哏	grn
杌	~rt
槃	pun
缒	z!i
痤	co
喈	gai
秫	s!t
涫	gun
柽	ci~
黻	frt
螈	jvn
蹁	pin
圯	ji
屙	o
衤	ji
廨	gai
唣	zou
吔	je
箐	zi~
篚	fei
榘	g!i
蠲	gvn
卺	grn
螅	sik
钕	~oi
鄹	zru
鲭	ci~
檩	lrm
孥	nou
蹓	lru
笸	po
鲂	fo~
兕	zi
皲	#rn
鸹	kut
憷	co
麇	$rn
麇	#rn
刳	fu
脘	gun
糁	srm
鸫	du~
坭	nri
鲱	fei
蕈	crm
跣	sin
簦	dr~
瞵	l!n
嚯	fok
鏊	~ou
猊	~ri
籀	zru
昴	mau
楦	hvn
绗	ho~
椟	duk
蔟	cuk
蛲	jiu
缧	l!i
慄	l!t
蹀	dip
龆	tiu
虿	man
瓿	pru
甾	zi
溷	wrn
髡	$rn
硐	du~
钽	dan
跫	ku~
鼹	jin
犸	ma
揎	svn
葚	srm
畈	fan
缑	kru
萁	kei
郏	gap
呤	li~
鬯	c@~
鲷	diu
鹩	liu
钐	sam
廴	jrn
蒽	jrn
蒽	jrn
肫	z!n
垧	#i~
漶	wan
耜	zi
嗾	zuk
伢	~a
讠	jin
酹	lvt
鲥	si
芎	gu~
砗	ce
埴	zik
嗞	zi
绁	sit
媸	ci
浠	hei
桫	so
彖	t!n
臁	lim
瘿	ji~
滏	fu
踣	bak
饔	ju~
淠	pei
慝	nik
蟊	mau
歃	sap
鲋	fu
桕	kru
籴	dek
笱	gru
吡	bei
犴	hon
啉	lrm
疔	di~
糍	ci
箨	tok
桴	fu
蹚	to~
椠	cim
顸	hon
腩	nam
艿	nai
蓣	jv
焐	~
嗪	c!n
裼	tik
徬	po~
觳	huk
畀	bei
羟	c@~
豇	go~
蛴	cri
泺	lok
鲅	but
氡	du~
跬	$ri
脲	niu
瘗	ji
癜	din
醢	hoi
綮	hi~
逭	wun
铌	nei
鳎	tap
踔	c@k
蛱	gap
辋	mo~
毵	sam
舁	jv
崤	~au
恝	gat
裥	gan
蟥	wo~
芰	gei
阏	jin
锶	si
粢	zi
沣	fu~
妳	nei
屺	hei
椴	dvn
笪	dat
颟	mun
笫	zi
诔	loi
谮	crm
笕	grn
醅	pui
缌	si
黥	ki~
谠	do~
璩	k!i
肭	nrt
裣	lim
陔	goi
菹	z!i
镏	lru
棼	frn
潲	sau
埝	nrp
荸	but
旰	hon
湓	pun
粜	tiu
悛	svn
芪	kei
苘	#i~
鲽	dip
崚	li~
嗌	ai
潴	zv
崦	jim
疃	tu~
鄄	gvn
饧	ci~
伲	nei
蕞	z!i
殪	ji
宄	#ri
亶	tan
呋	fu
疝	san
埸	jik
窬	jv
薅	hou
箜	hu~
锆	gou
镉	gak
柝	tok
鹣	gim
溏	to~
篌	hru
旻	mrn
眭	$ri
砑	~a
蘼	mei
蠖	wok
缵	zvn
猓	#o
炝	c@~
苷	grm
澶	sin
湔	zin
殽	~au
蔸	dru
刿	#ri
貔	pei
倬	c@k
聱	~ou
鹋	miu
蕻	hu~
绋	frt
鲔	fui
俣	jv
埒	lvt
尥	liu
觏	gru
舄	sik
侔	mru
彳	cik
迴	wui
坜	lik
罾	zr~
傢	ga
亓	kei
鋈	juk
莨	l@~
馓	san
溱	z!n
螬	cou
蝰	#ri
倮	fo
揠	at
掊	pru
煳	wu
楗	gin
捽	z!t
蔌	cuk
啶	di~
躞	sip
茑	niu
墁	man
榧	fei
濉	s!i
呯	pe~
饫	jv
蝥	mau
惝	to~
秕	bei
垆	lou
祓	frt
矬	co
纻	cv
黾	mrn
匦	#ri
苁	cu~
痖	a
庳	bei
庳	pei
柁	to
舡	go~
饩	hei
祧	tiu
猁	lei
葑	fu~
狴	bri
铯	sik
瞍	sru
莩	fu
涑	cuk
囟	s!n
缡	lei
蠓	mu~
耨	nru
洧	fui
嗉	sou
髹	jru
簏	luk
掎	gei
槠	zv
骟	sin
锞	#o
埽	sou
鹁	but
霪	jrm
熳	man
黹	zi
喹	#ri
狨	ju~
坫	dim
蓐	juk
诼	d@k
苠	mrn
揸	za
筇	ku~
荭	hu~
芡	him
戽	fu
诜	srn
猞	se
耧	lru
硖	hap
觫	cuk
觋	hrt
袷	gap
窭	lru
眚	sa~
仳	pei
鸺	jru
枧	gan
炆	mrn
牴	dri
蜩	tiu
蒉	#ri
谇	s!i
艉	mei
铊	to
赜	zrk
脩	sru
菪	do~
僦	zru
濞	pei
祎	ji
喾	guk
芴	mrt
酤	gu
忮	zi
埤	pei
袪	k!i
蓥	ji~
甍	mr~
蹧	zou
甙	grm
昃	zrk
萏	dam
薤	hai
鲳	c@~
龁	hrt
鳊	bin
褰	hin
蛞	fut
蛞	kut
笊	zau
梼	to
鄣	z@~
瘰	lo
睏	$rn
岍	hin
攮	no~
吽	hu~
蚺	jim
铫	jiu
荛	jiu
钖	j@~
蚧	gai
檗	pak
俜	pi~
豳	brn
畛	zrn
赆	z!n
汔	~rt
郫	pei
曛	frn
悫	kok
诹	zru
酲	ci~
酎	zru
戋	zin
襞	bik
鲎	hru
摽	piu
廾	je
礌	l!i
撙	zvn
谳	jin
畎	hvn
塄	le~
铍	pei
岢	ho
溲	sru
袢	pan
栌	lou
螽	zu~
瞢	mu~
舻	lou
枵	hiu
毐	oi
岨	zo
呣	~
轹	lik
呒	mou
埚	wo
檠	ki~
哕	jvt
凼	trm
蚵	ho
孓	kvt
蚍	pei
芩	krm
刂	dou
炅	#ri
炅	#i~
躐	lip
晡	bou
勍	ki~
糸	mik
屄	bei
屄	hri
碁	kei
鼗	tou
龀	crn
栳	lou
邠	brn
鲞	s@~
嚇	hrt
襻	pan
敉	mri
饣	sik
谖	hvn
嶝	dr~
萆	bei
垡	frt
洇	jrn
埏	jin
硗	hau
箅	bei
颃	ho~
钪	ko~
尢	wo~
窆	bin
茛	grn
瘐	jv
髁	fo
疳	grm
跽	gei
铗	gap
耔	zi
洫	#ik
渖	srm
琇	sru
槲	huk
劓	ji
躔	cin
馇	ca
窳	jv
囍	hei
鳐	jiu
瘼	mok
龅	bau
獬	hai
貅	jru
萑	wun
趼	jin
躜	zvn
鞒	kiu
橼	jvn
鲆	pi~
儇	hvn
硎	ji~
堙	jrn
胙	zou
觜	z!i
靺	mut
舾	sai
疬	lek
诖	#a
铷	jv
缳	wan
貊	mrk
噍	ziu
蠔	hou
礻	si
戥	dr~
坩	hrm
瘙	sou
菝	brt
阌	mrn
胗	zrn
哜	cri
虮	gei
屌	diu
擐	#an
滘	gau
浉	si
氩	a
枘	j!i
悃	$rn
禊	hri
艋	ma~
纩	$o~
蚰	jru
蜣	g@~
浍	kui
碲	dri
啯	#ok
蓠	lei
耪	po~
蒴	sok
栝	kut
贳	sri
臌	gu
舴	zak
丶	zv
跂	kei
龠	j@k
缍	s!i
忉	dou
浐	can
脒	mri
跏	ga
锇	~o
瘥	co
蠛	mit
璺	mrn
骒	fo
黉	hu~
謦	hi~
埘	si
镆	mok
髟	biu
狳	jv
嬲	nru
莸	jru
鍪	mru
礅	d!n
铓	mo~
蝓	jv
裒	fru
蘩	fan
醑	s!i
玠	gai
讬	cik
暸	liu
骱	gai
嵫	zi
搿	gap
衄	nuk
唵	rm
遘	gru
砟	za
劢	mai
坌	brn
鹇	han
郐	kui
幞	buk
钍	tou
丌	gei
铕	jru
锩	gvn
厶	mru
厶	si
螗	to~
稆	l!i
岣	k!i
剀	hoi
酞	tai
鳔	piu
垤	dit
獍	gi~
诶	ei
汆	cvn
汆	tan
揲	dip
岈	~a
磙	#rn
爝	z@k
蟛	pa~
浯	~
胍	gu
舯	zu~
锸	cap
陧	nip
庋	gei
鲡	lei
鲦	tiu
咴	fui
癔	ji
矧	crn
箦	zak
笮	zak
惓	kvn
艨	mu~
莰	ham
堍	tou
腠	cru
铟	jrn
锛	brn
碡	duk
晢	zri
晢	sik
苄	ha
苄	wu
羝	dri
滗	brt
樘	to~
哌	pai
赙	fu
醵	g!i
绲	#rn
瑯	lo~
镘	man
罱	nam
髌	brn
嵝	lru
烀	fu
偲	si
檫	cat
酃	li~
瘌	lat
蝾	wi~
悝	fui
恧	nuk
拏	na
泐	lrk
蓰	sai
堋	pr~
钌	liu
鸲	k!i
芑	gei
吲	crn
黪	cam
嵛	jv
鼯	~
亹	mei
亹	mun
劏	to~
绠	gr~
菔	fuk
畬	se
畬	jv
迍	z!n
桤	kei
蒌	lru
蜾	#o
劁	ciu
迕	~
肼	ze~
鹆	juk
缊	wrn
锾	wan
晳	sik
僬	ziu
朊	jvn
唸	nim
毹	jv
犰	kru
撚	lrn
堠	hru
轵	zi
氽	trn
匚	fo~
瀹	j@k
墼	gik
嗍	sok
锔	guk
鳇	wo~
鲣	gin
缂	kak
嚤	mo
荽	s!i
勅	cik
癀	wo~
臑	nau
臑	jv
臑	ji
冫	bi~
槔	gou
舳	zuk
蝤	jru
炱	toi
甏	pa~
氾	fan
廑	grn
绨	tri
桄	#o~
黟	ji
眵	ci
沩	#ri
颥	s!i
苤	pei
耱	mo
熘	lru
唪	fu~
垌	tu~
艽	kru
骺	hru
搛	gim
厣	jim
洳	jv
砬	lap
摅	sv
谫	zin
唼	sap
洚	go~
貘	mok
涠	wri
呙	wa
鲰	zru
刭	gi~
镡	tam
鸸	ji
罨	jim
缏	pin
璠	fan
迺	nai
芈	me
炻	sek
飑	pau
髂	ka
胩	sin
浥	jrp
彡	sam
脷	lei
驵	co~
酾	si
篥	l!t
漭	mo~
铘	je
廒	~ou
糈	s!i
碹	svn
砜	fu~
鳙	zu~
膦	l!n
蟪	wri
穸	zik
筢	pa
煸	bin
嘌	piu
镱	ji
锎	~in
铈	si
镅	mei
蛏	ci~
羰	to~
氪	hrk
垲	hoi
卣	jru
鼢	frn
鲴	gu
鲩	wan
骶	dri
镲	cat
钫	fo~
钇	jvt
銎	ku~
螵	piu
蛸	siu
簖	dvn
崞	#ok
埯	jim
哚	d@
	wo
鼽	kru
鼷	hri
麴	guk
鹾	co
鹱	wok
鹨	lru
鹛	mei
鹎	bei
鳢	lri
鳘	mrn
鳓	lrk
鳋	srt
鳆	fuk
鲼	frn
鲺	srt
鲮	li~
鲚	cri
鲕	ji
鲒	git
鬏	cru
骣	zan
馘	#ik
鞴	gru
鞲	gau
鞔	mo~
陴	pei
阽	dim
阢	~rt
闶	ko~
镩	cvn
镨	pou
镦	d!n
镥	lou
